initial_fault_geometry,start_left_border_fault,start_right_border_fault,end_left_border_fault,end_right_border_fault,start_migration,end_migration,migration_direction,start_oceanic_spreading,n_source_max,n_source_host_max,n_OFM3_max,n_OFM1_max,n_OFM2_max,n_OFM12_max
ULCshear Lside-Rdip,5.5,8.0,25.0,20.5,13.0,21.5,L,24.5,4,2,1,1,1,1
# OFM1 only occurs in the rift center, those border faults live shorter than the reported border fault in the right margin that leads to OFM3. t11 L localization, t13 R local. 1st S on R, abondoned during migration. No source left.
# Note: corrected from ULCshear-LD
