initial_fault_geometry,start_left_border_fault,start_right_border_fault,end_left_border_fault,end_right_border_fault,start_migration,end_migration,migration_direction,start_oceanic_spreading,n_source_max,n_source_host_max,n_OFM3_max,n_OFM1_max,n_OFM2_max,n_OFM12_max
ULCshear Lside-Ldip Rside-Ldip,7.0,7.5,23.0,21.0,16.0,22.5,L,50.0,6,5,3,1,2,2
# 1st S RC. RBF S. 3rd LBF t18 (Rdip) produces S t40. 
